"Percentile","Expected Outcome"
0,0.65225915477135
0.1,0.719533449573179
0.2,0.757137429908886
0.3,0.899145686947027
0.4,0.969289684758905
0.5,1.05464580005703
0.6,1.09987197282476
0.7,1.17054573113213
0.8,1.25782905776657
0.9,1.33049246609142
1,1.40302291092131
