"Percentile","Expected Outcome"
0,0.676804614984667
0.05,0.762314484614453
0.1,0.770104119619256
0.15,0.78534239996497
0.2,0.812685867779577
0.25,0.844969774274536
0.3,0.928297953895471
0.35,0.949025532889332
0.4,0.960789510759606
0.45,0.978168972768678
0.5,1.03258609973135
0.55,1.04851449324676
0.6,1.08650054008192
0.65,1.13977945712251
0.7,1.16080912325915
0.75,1.24894839262593
0.8,1.29539681217274
0.85,1.35976152312411
0.9,1.40897559174158
0.95,1.36156785761686
1,1.41306924706299
