"Percentile","Expected Outcome"
0,0.652334327797179
0.1,0.689154686939597
0.2,0.780072077179986
0.3,0.855160361505608
0.4,0.845502088966462
0.5,0.926701734282573
0.6,0.964979124928816
0.7,1.01136334496281
0.8,1.09847928007828
0.9,1.25154302186162
1,1.31099497994762
