"Percentile","Expected Outcome"
0,0.652334347184852
0.1,0.711742756974835
0.2,0.765476371651304
0.3,0.874806790884226
0.4,0.907970815607537
0.5,0.909592443062408
0.6,0.934651349342211
0.7,1.06241912845285
0.8,1.21477036002521
0.9,1.25052714165177
1,1.31035941350604
