"Percentile","Expected Outcome"
0,0.864009329863136
0.1,1.16750339661503
0.2,1.24249366793954
0.3,1.32877497650267
0.4,1.34821523137418
0.5,1.36248010450328
0.6,1.39994264710631
0.7,1.4165471583162
0.8,1.42948178396429
0.9,1.44287087296035
1,1.4411804399892
