"Percentile","Expected Outcome"
0,0.106175917562017
0.1,0.115035960502902
0.2,0.120876951055124
0.3,0.127225555308473
0.4,0.13437803648219
0.5,0.139490210745294
0.6,0.146880053229544
0.7,0.152903520440012
0.8,0.160389470176729
0.9,0.167401404681022
1,0.17447618593701
