"Percentile","Expected Outcome"
0,0.106145288634428
0.1,0.1163519806545
0.2,0.122266788630056
0.3,0.130026355815273
0.4,0.13809636393654
0.5,0.147565347977629
0.6,0.154958337016485
0.7,0.160877177367365
0.8,0.168916961617398
0.9,0.17453330598584
1,0.182767420330962
